Id,ID_track,Artista,Album,Nombre_del_track,Popularidad,Duracion_en_ms,Explicitud,Bailabilidad,Energia,Tonalidad,Volumen,Modo,Palabrería,Acustica,Instrumentalidad,En_Vivo,Valencia,Tempo,Firma_de_tiempo,Genero_del_track
62419,7vSF7u4vWtZGrWCxTbAVaw,RADWIMPS,Weathering With You -Complete Version-,We'll Be Alright,48,335146,,0.174,0.717,0,-4.741,1,,0.115,0.0,0.352,0.424,191.988,3,j-pop
17871,3yPJHSHFMrD7T1DjPXpvyT,Glee Cast,"Glee: The Music, The Complete Season Three",Saving All My Love For You (Glee Cast Version),36,231333,False,0.55,0.432,5,-7.121,1,0.0341,0.788,0.000215,0.105,0.401,197.547,3,club
64620,3tF7NZBcgkdHEbh22E06f1,Peggy Lee,Rockin' Around The Christmas Tree 2022,Happy Holiday,0,115506,False,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,,3,jazz
91961,5ygEUpyZy5qtZ1423zymBW,Arctic Monkeys,The Car,Hello You,41,244932,,0.394,,4,,0,0.0321,0.276,0.00998,0.193,0.653,169.298,4,rock
91529,6lJ4R2yQFUCevI7hVw9vnC,The Beach Boys,A Very 60s Christmas,Frosty The Snowman - 1991 Remix,2,114551,False,0.426,,5,-7.924,1,0.0335,0.353,0.0,0.0234,0.937,181.752,4,rock
86878,2kbj0XbyQglNjnkfdQ4GG9,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Paradies,38,237659,False,0.632,,9,-3.507,0,0.062,0.00973,0.000218,0.082,0.38,132.747,4,punk
26982,1IhI7a2C6EJv6CfTDSGwJu,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Bilder vom Encanto,17,149160,,0.711,0.0466,0,-19.865,0,0.0657,0.984,0.751,0.107,0.264,96.19,4,disney
90152,64Ny7djQ6rNJspquof2KoX,Elvis Presley,Elvis' Golden Records,Hound Dog,66,136026,False,0.494,,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,4,rock-n-roll
71007,7x7i3XBKSM4AoLoPymDuh9,Ghost,Pumpkin Patch Hits,Mary On A Cross,0,244804,False,0.467,0.9,11,,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,metal
25131,4SyKGgAuNMgRXHgalKbA7R,The Supremes,Classic Christmas 2022,My Favorite Things - Stereo,0,165586,False,0.236,0.555,0,-7.383,1,0.031,0.0392,0.0,0.213,0.325,80.718,3,disco
10043,7H0MOWplwc6gf2AD1vTSYi,The Prodigy,Music for the Jilted Generation,Voodoo People,56,387066,False,0.664,0.998,6,-5.86,0,0.0642,0.00128,0.466,0.287,0.37,149.002,4,breakbeat
50744,6w3wsSKoTXb6mUQXrnPAGE,Hermetica,Intérpretes,Porque Hoy Nací,21,296306,False,0.333,0.699,2,-10.479,1,0.0298,2.23e-06,0.623,0.124,0.253,135.349,4,heavy-metal
145,73oHkllHIT8fdbzpxiXW40,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19,208793,False,0.56,0.832,9,-5.595,1,0.0352,0.108,0.0,0.232,0.802,100.957,4,acoustic
62331,0THcY95QscSs9NlATIgoMI,Mr.Children,シフクノオト,Any,43,306133,False,0.631,0.643,3,,1,,0.12,0.0,0.0892,0.502,114.883,4,j-pop
12114,1scDJvLnkQj8k1EMcj1Gi2,my little airport,香港是個大商場,迷人的頸巾,36,139716,False,0.662,0.546,5,-7.984,1,0.0329,0.0994,0.0531,0.0895,0.906,114.007,4,cantopop
17047,6xY7r8duYr3rMioEXm0daL,Glee Cast,"Glee: The Music, The Complete Season Four",Hall Of Fame (Glee Cast Version),47,198906,False,0.421,,10,,1,0.0424,0.0535,0.0,0.283,0.635,169.895,4,club
31619,5w7wuzMzsDer96KqxafeRK,Billie Eilish,dont smile at me,COPYCAT,74,194711,False,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,4,electro
81292,21ox43RiEnhW9T398iSgAN,Justin Bieber,Weihnachtspop 2022,Christmas Eve,0,223613,False,0.409,0.57,6,-10.54,0,0.0711,0.687,0.0,0.173,0.336,128.657,4,pop
72017,5fpq1wF8xa5tSSlcKHdmGQ,Bring Me The Horizon,sTraNgeRs,sTraNgeRs,75,195747,True,0.346,0.939,5,-3.061,1,0.182,0.000231,0.0,0.433,0.526,183.147,3,metalcore
68341,1OMNgDgAVuAaFZblmBwVvc,Don Omar,Feliz Cumpleaños con Perreo,Pobre Diabla,1,255680,False,0.741,0.787,5,,1,,0.217,0.0179,0.0835,0.771,91.993,4,latino
105414,33o4EHcwAKGDjNY4ESul7C,"Sarah, the Illstrumentalist",Discover the World Vol. 1,Oak City,26,167750,False,0.837,0.494,6,,1,0.105,0.399,0.873,0.116,0.465,91.97,4,study
84119,1gFNm7cXfG1vSMcxPpSxec,The Beatles,The Beatles (Remastered),"Ob-La-Di, Ob-La-Da - Remastered 2009",71,188960,,0.818,0.728,10,-8.331,1,,0.232,0.0642,0.251,0.975,113.059,4,psych-rock
64221,7ccsKU0u0EB123rIg20ktB,Ella Fitzgerald,Beste Weihnachtslieder,Frosty The Snowman,0,131733,,0.579,0.502,8,-7.57,1,,0.733,0.0,0.281,0.836,76.783,4,jazz
84465,077OhUjy58qkjscrXjW696,Pink Floyd,The Wall,The Show Must Go On,54,96560,False,0.571,0.198,7,-16.919,1,,0.435,0.125,0.262,0.326,129.024,4,psych-rock
26444,7z24bSgjHm65R70Rghuin8,Germaine Franco,Encanto (Trilha Sonora Original em Português),Chasing The Past,22,146400,,0.256,0.481,5,-10.635,1,0.0989,0.392,0.845,0.296,0.0642,114.732,3,disney
2014,75fT19n6ZQHr67Mkh86qfD,Red Hot Chili Peppers,Rock Brandneu,Tippa My Tongue,2,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alt-rock
72061,3GHtEaicELsTViK08EXEQQ,Bring Me The Horizon,amo,medicine,61,227265,True,0.615,,0,-3.3,1,0.0396,0.00393,0.0,0.0789,0.323,97.038,4,metalcore
91374,0PrJoHwj4r5x4bWOZ03JNT,Bryan Adams,Holidays Are Coming,Christmas Time,1,243057,False,0.503,,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
52219,78XKo0IsB5m1LPjXIUSkHh,Hank Williams;Drifting Cowboys,I Saw The Light (Expanded Undubbed Edition),I'm Gonna Sing,16,111093,False,0.617,0.2,2,-11.888,1,,0.921,0.0,0.116,0.343,59.328,4,honky-tonk
108814,6tjk05DlAOZZbGB3AMfnxH,Carlos Gardel,Selección Especial (Remastered),Caminito - Remastered,17,150266,False,0.706,,5,-8.131,1,0.0872,0.988,0.00223,0.105,0.576,122.807,4,tango
88107,4S3KDmiZJQsd6uLPyvHxSO,J Balvin,Perreo Tenebroso Vol. 1,Cuando Tú Quieras,0,205120,,0.696,,6,-5.063,1,0.199,0.361,0.0038,0.311,0.761,184.332,4,reggae
46204,2Ur9ianheHtBR4wIWqxEBK,The Prophet,Wanna Play? (270 BPM Terror Edit),Wanna Play? - 270 BPM Terror Edit,51,108125,False,0.679,0.984,10,,1,0.316,0.585,0.0,0.518,0.394,135.066,4,happy
43075,1RNCTxPw7NDPcIUOHzuOb9,Kemuel,Clássicos,Eu Navegarei,43,190041,False,0.403,0.267,9,-9.673,0,0.0263,0.804,0.0,0.135,0.26,92.052,4,groove
1025,3AJ0MFDt4OSknQ5D9Jlo4l,Criolo,Nó na Orelha,Samba Sambei,37,222560,False,0.87,0.737,11,-8.372,1,0.126,0.268,0.00369,0.0504,0.952,136.07,4,afrobeat
105386,0j3hKh0swAy7mESQR2R2zC,Timothy Infinite,Campsite Snoozin,Campsite Snoozin,13,175522,,0.519,,1,-6.958,1,0.0673,0.804,0.52,0.0933,0.0384,133.997,4,study
89757,7vrJn5hDSXRmdXoR30KgF1,KAROL G,BICHOTA,BICHOTA,76,178946,,0.863,0.666,1,,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,reggaeton
60308,3vLwCXYTw022FiKB2adL2N,Vybz Kartel,Exchange,Exchange,24,181371,,0.721,0.731,5,-6.873,1,0.45,0.26,0.0,0.0649,0.813,125.213,5,j-dance
61456,2X3VOmraTC1bDk77WHVF67,Keyakizaka46,二人セゾン,二人セゾン,22,288880,,0.513,,5,,0,0.0433,0.719,7.4e-06,0.0631,0.717,129.984,4,j-idol
39213,4Ih2roMW5Dyy2IhXVjx68V,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: I. Allegro (Live in Japan, 2022)",1,505413,False,0.353,0.09,3,-22.722,1,0.0373,0.995,0.895,0.0996,0.126,73.523,4,german
64271,1qUghaxgyxDMYE64pNXM9N,Nat King Cole,Holidays Are Coming,Deck The Halls,0,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz
17143,3SmEmQtCTSHSHPRKdRuHli,Glee Cast,"Glee: The Music, The Complete Season Two",P.Y.T. (Pretty Young Thing),28,236320,False,0.847,0.772,9,-4.763,0,0.0692,0.196,0.0,0.24,0.914,127.381,4,club
44667,4SJoEhpI6C61wtUfxSHMGc,Linkin Park,Hybrid Theory,By Myself,44,189800,False,0.544,0.935,6,-4.159,0,0.173,0.0171,0.00301,0.297,0.339,103.026,4,grunge
92962,4Xotl6L8N0hyNiN4fGICEh,Eikichi Yazawa,情事 (50th Anniversary Remastered),時計仕掛けの日々 - Remastered 2022,22,227093,False,0.637,0.954,9,,0,0.0448,0.344,0.0,0.0623,0.883,128.124,4,rockabilly
17386,0AILicFrWqwwPOjuByDrYV,Glee Cast,Glee Love Songs,A Thousand Years (Glee Cast Version),42,306786,,0.409,0.35,10,-8.025,1,0.0275,0.75,0.0,0.114,0.126,139.876,3,club
57716,5cJJdUtacwBrphoMjh3tKG,When Chai Met Toast,Believe,Believe,44,236700,,0.25,0.618,2,-7.705,1,0.0378,0.16,0.0169,0.109,0.12,,4,indie
9066,7dC7qps73xUomlhJhfxatb,Tim Maia,Ressaquinha,Se eu lembro faz doer,0,230706,,0.446,0.752,9,,0,0.0528,0.448,4.38e-05,0.121,0.476,132.938,4,brazil
52865,5HKRsgxFxbdF9zNYr0UF2Z,George Jones,Anniversary (Ten Years Of Hits),Still Doin' Time,10,168866,False,0.611,0.262,3,-16.367,1,0.0411,0.811,0.000125,0.105,0.298,123.602,3,honky-tonk
50127,1aWAVNXQgQWYikcXKRAhPM,Rata Blanca,Entre el Cielo y el Infierno,Sin Tu Amor Nada Existe,32,354200,False,0.534,0.648,4,-12.992,1,0.028,0.000927,0.0313,0.165,0.428,,4,heavy-metal
44020,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,78,157333,,0.492,,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,grunge
33861,3jLk18JaCL9sFo9xSDup4A,XXXTENTACION,? (Deluxe),changes,44,121886,False,0.669,0.308,11,,1,0.029,0.883,0.0,0.0984,0.52,64.934,4,emo
92205,6TXnGAr6DLVYshIrMeP0lZ,Chuck Berry,New Juke Box Hits,Route 66,60,171413,False,0.686,0.692,10,-9.793,1,,0.902,0.000474,0.104,0.962,79.071,4,rockabilly
57225,2wGd1xVvI38RqbzhlzswFC,Stevie Wonder,Rockin' Around The Christmas Tree 2022,The Little Drummer Boy,0,185453,False,0.523,0.448,2,,1,0.0593,0.442,0.0,0.111,0.351,134.511,4,indie
66597,0Yi403m0JdG16Qgm5eYkL9,Mini Pop Kids,Mini Pop Kids 18,Toosie Slide,11,252146,False,0.744,0.723,6,,1,0.109,0.269,0.0,0.199,0.763,81.619,4,kids
43637,40w3PuPflzVjwh9Fjn0tBo,Kemuel,"Sacrifício, Vol. 1",Vitória,27,191687,False,0.519,0.387,9,-9.754,0,0.0266,0.707,8.59e-05,0.118,0.0952,127.972,4,groove
11000,0DuWDLjriRPjDRoPgaCslY,Adele,25,Love In The Dark,78,285935,False,0.331,0.341,9,-6.057,0,,0.528,0.0,0.109,0.152,109.821,4,british
84809,7afyyi8zn4FzWbcJ70F56V,The Beatles,1 (Remastered),Penny Lane - Remastered 2015,56,180520,False,0.679,0.592,9,-5.963,1,0.0402,0.0964,0.0138,0.16,0.55,113.265,4,psych-rock
47118,3To5owsnumbjenW1G5j0VK,Los Prisioneros,Modo trabajación,Tren Al Sur,0,336933,False,0.676,,9,,0,0.051,0.00565,0.00676,0.0805,0.725,90.232,4,hard-rock
61013,4yVzNknEXRtTZBowdNFTe6,Keyakizaka46,アンビバレント (Special Edition),I'm out,34,234240,False,0.529,0.918,0,-2.984,0,0.0633,0.0198,0.0,0.302,0.54,120.986,4,j-idol
43917,3WJaypEGPAc0GH4l9ouoww,Lamb of God,Wrath (Special Edition),Broken Hands,41,233466,,0.356,0.96,1,,1,0.135,6.64e-05,4.01e-05,0.356,0.461,164.007,4,groove
99664,2stkLJ0JNcXkIRDNF3ld6c,Randy Newman,Toy Story,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",70,124160,False,0.689,0.333,0,-12.134,0,,0.817,5.13e-06,0.285,0.471,115.835,4,singer-songwriter
58301,6VS4C2HnOQPivcjcAAlUMj,Rammstein,Made In Germany 1995 - 2011 (Special Edition),Sonne,52,245853,False,0.517,0.902,4,-5.954,0,0.0606,0.0388,9.38e-05,0.113,0.399,75.048,4,industrial
65847,2GXWzWPsYlTZcvVW8JIu69,BTS,MAP OF THE SOUL : PERSONA,Intro : Persona,64,171023,,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411,4,k-pop
61437,78Qvnq32XwiMzrzPEo7HXN,Nogizaka46,今が思い出になるまで (Complete Edition),帰り道は遠回りしたくなる,23,269706,,0.508,0.85,1,,1,,0.472,0.0,0.0749,0.714,138.094,4,j-idol
38103,6IRzBP4gVoV4D2zHmocoWy,The Strokes,The New Abnormal,Eternal Summer,62,375320,,0.617,0.78,7,-4.466,0,0.0376,0.0141,0.0112,0.0833,0.326,,4,garage
96545,732XzfBqvakdsw4jwR1sxI,Jorge Aragão,Ao vivo 2,Reflexão - Ao vivo,39,250800,False,0.376,0.87,7,-8.262,0,0.0561,0.684,0.105,0.725,0.733,92.253,4,samba
8177,4DQg4j3oJyFWiPyc9g1fmQ,Chuck Berry,pov: you saw mommy kissing santa claus,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,blues
18347,4C31xrbabTvN9DnJvH72pS,Kathleen Madigan,Gone Madigan,My Family,24,646579,True,0.56,0.787,1,,0,0.912,0.843,0.0,0.801,0.488,62.633,4,comedy
34158,7eTy1IzCaICfm6JYy1BV4u,Prateek Kuhad,cold/mess,with you/for you,46,231897,False,0.731,0.317,6,-13.775,1,0.0358,0.812,0.149,0.106,0.33,114.078,4,folk
79232,4qto2kJITIHyE086P4WtkU,Yiruma,The Best - Reminiscent 10th Anniversary,Kiss the Rain,56,300413,,0.557,,8,,1,,0.99,0.872,0.145,0.202,112.819,4,piano
41339,2u24fPgbr1HoAQxghFLQ8Y,Håkan Hellström,Det är så jag säger det,Mississippi kan vänta,26,296613,False,0.317,0.846,0,,0,0.0527,0.00551,0.0223,0.0669,0.446,144.799,4,goth
64610,52sfVsqWuccWqrHbd5znb9,Peggy Lee,Classic Christmas Greatest Hits,Happy Holiday,0,114826,False,0.363,0.448,6,,1,0.0506,0.855,1.12e-06,0.193,0.643,195.303,3,jazz
34805,38Qvhp5yjj5uizSxVdcucY,Prateek Kuhad,In Tokens & Charms (Deluxe Edition),Go,35,231958,False,0.449,0.261,9,-11.057,1,0.0324,0.626,0.0,0.101,0.218,84.138,4,folk
52674,21qvWzqbA7Pxgph4PFHp6v,Hank Williams;Drifting Cowboys,The Ultimate Collection,Someday You'll Call My Name - Single Version,12,133373,False,0.525,,4,-13.131,1,0.0302,0.956,3.61e-05,0.351,0.398,119.922,4,honky-tonk
86485,5zTirec9tIsSVNgBSUmFxU,Charly García,Unplugged,Pasajera En Trance - Live,43,203973,False,0.591,0.614,0,-10.492,1,,0.527,0.0175,0.979,0.601,99.28,4,punk
92813,7m7p1cJ1UBpCzHiSUF8feh,Eikichi Yazawa,SUBWAY EXPRESS (50th Anniversary Remastered),サブウェイ特急 (セルフカバー) - Remastered 2022,23,237533,False,0.559,,11,-9.134,1,0.0434,0.0675,0.0,0.0677,0.654,139.594,4,rockabilly
86030,2AjLI6h9DZrFw0XVtTYwdT,blink-182,Rock Workout 2023,All The Small Things,1,171066,,0.442,0.9,0,-5.032,1,,0.0109,0.0,0.395,0.609,148.62,4,punk
74374,0VpcSl7QEqVEiAZLQFW0rm,Tim Maia,Tim Maia In Concert,Sossego,44,237306,,0.572,0.925,5,-5.049,1,0.0737,0.0817,0.0229,0.631,0.68,116.362,4,mpb
66526,5gOWTnaMSrd0pLv8X1mH6V,Koo Koo Kanga Roo,Celebrate This!,Toast,12,195000,,0.873,,2,-6.333,1,0.0898,0.0678,6.77e-06,0.0613,0.741,124.01,4,kids
71410,2302lUwfZ4S4dVyPOCDFnQ,Marilyn Manson,Smells Like Children,Sweet Dreams (Are Made Of This),70,293293,False,0.392,0.642,8,,1,,0.0048,0.486,0.296,0.129,92.698,4,metal
86641,40mSjbhKvOJuPpg6vahENQ,Carajo,Inmundo,Chico Granada,42,214733,False,0.458,0.957,8,,1,0.081,0.00445,0.000115,0.0853,0.394,159.855,4,punk
61750,6XprapJCbrNFXtysmWjJt8,Momoiro Clover Z,白金の夜明け,MOON PRIDE,44,222360,False,0.439,,5,,1,0.0835,0.376,0.000106,0.0914,0.787,172.661,4,j-idol
11717,5FnpXVgDOk2sLT58qM22Of,The Beatles,The Beatles (Remastered),Julia - Remastered 2009,54,176666,False,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,4,british
75440,4dZobuugiOqMn6OJhwDZM5,Dan Gibson's Solitudes,Natural Stress Relief,Sienna Sky,23,900723,,0.319,0.146,6,-20.912,0,,0.883,0.816,0.637,0.0772,118.29,4,new-age
26590,1jkfH07RYJnOD5MS2PtX2e,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Jagd nach der Vergangenheit,21,146400,False,0.286,0.473,6,,1,,0.341,0.828,0.198,0.0615,110.278,3,disney
113732,0x33SufELKXXg0zxhvvKum,Hillsong Worship,Ultimate Worship Vol 1,Made Me Glad,41,300386,False,0.341,0.748,10,-5.559,1,,0.047,0.000529,0.396,0.326,161.714,4,world-music
62318,7coGhA3MmrmiOuboH32qSY,RADWIMPS,Your Name. (Deluxe Edition / Original Motion Picture Soundtrack),Nandemonaiya - English Version,42,342453,False,0.494,,6,-5.747,1,0.0315,0.153,0.0,0.354,0.471,167.882,4,j-pop
84366,4z3RNAUb0whdaLAudM9EHE,The Beatles,Get Back (Rooftop Performance),Get Back - Rooftop Performance / Take 2,57,204186,False,0.655,0.695,9,,1,0.0381,0.101,0.436,0.105,0.33,125.572,4,psych-rock
75635,4phSYiTTfGGYPBJCQl2O8B,Dan Gibson's Solitudes,Island Spa,Pure Paradise,22,396897,False,0.0772,0.0444,2,-30.495,0,0.0403,0.888,0.906,0.521,0.0357,47.224,4,new-age
23056,4xbXuRfZ2ZLktw5QEdGYnX,Robin Schulz;David Guetta,On Repeat,On Repeat,73,190217,,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,deep-house
102855,2jlPMNMojBNtGZTnSuXItA,Prateek Kuhad,Prateek Kuhad,Something Wrong,33,208413,False,0.564,0.384,9,,1,0.0289,0.729,1.76e-06,0.185,0.188,90.123,4,songwriter
8130,4A22TgVho7f5ZRSDbvzftT,Ella Fitzgerald,Calm Christmas,The Secret Of Christmas,0,168146,False,0.258,,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,blues
60891,46NmZqYGZXJnypVl5oPQMs,Vybz Kartel,"Freaky Gal (Juleen), Pt. 1","Freaky Gal (Juleen), Pt. 1",18,117106,False,0.794,0.657,10,,1,0.506,0.589,0.0,0.0922,0.797,95.155,4,j-dance
79039,03pixFplMU4GlGanyGESCJ,OneRepublic,CHRISTMAS TOP HITS 2022,Christmas Without You,0,197146,False,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,piano
68490,7mF9uYGCRlj7KWNYJHQBZP,Kevin Roldan,Hora del taco sin auto,Mamasita,0,151986,False,0.81,,10,-3.92,0,0.132,0.0182,0.00148,0.105,0.687,95.08,4,latino
71076,4bh9zPGpEX1yl9Do6rkhHr,Shinedown,Rock Brandneu,Planet Zero,0,222738,,0.416,,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,4,metal
68084,1a4UteUQkqUIOr3YQQ20fD,Feid,Feliz Cumpleaños con Perreo,Si Te La Encuentras Por Ahí,2,191506,False,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,4,latino
103076,4T5rPYBa3BglApHnLII02Q,Stevie Wonder,Christmas Songs 2022,What Christmas Means To Me,0,147800,False,0.524,0.614,0,,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,soul
92650,5Qkixf9OjJp5a4XphaONKO,Elvis Presley,Elvis 30 #1 Hits,Surrender,44,112226,False,0.454,,3,-8.193,1,,0.758,2.89e-05,0.275,0.894,82.61,4,rockabilly
105693,5srKUbHcbtdTlAb2cbeILY,Timothy Infinite,Cielo,Calentar,7,194035,False,0.787,,2,-7.187,1,0.0739,0.0841,0.92,0.0985,0.268,105.008,4,study
57293,6d4D1TS8v4WDJYBSNC7nol,Stevie Wonder,Christmas Classics,What Christmas Means To Me - Single Version / Mono,0,148146,,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
88204,511zIRlXGOQs2oykDi4KwT,Daddy Yankee;Bad Bunny,El perreo es el futuro,X ÚLTIMA VEZ,0,192477,,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,reggae
58924,3KmNFfvM2EyGdNPwDDJCp7,Marilyn Manson,Mechanical Animals,Great Big White World,49,301360,,0.38,0.727,8,-7.397,1,0.0376,4.1e-05,0.186,0.0949,0.115,165.85,4,industrial
92117,40L8OVaEpyF7KTRWTNvJGY,The Platters,Classic Christmas Music 2022,"Rudolph, The Red Nosed Reindeer",0,112960,False,0.576,0.682,3,-4.212,1,0.0369,0.726,0.0,0.236,0.919,145.274,4,rockabilly
50233,4QgSHdxKEtOt3qPXL3lmbG,Carajo,Basado en Hechos Reales,Cenizas‬,29,254748,,0.49,0.954,8,-3.59,0,0.0541,0.000305,0.0,0.385,0.586,148.007,4,heavy-metal
2558,1jq28NGw6wdtFKx8MBPy6C,Nickelback,Dark Horse,Burn It to the Ground,73,212346,False,0.617,,11,,1,0.0744,0.000247,0.388,0.363,0.6,132.059,4,alt-rock
88281,48VdMOHlnUZr3k0NDqza3r,Jhayco;Anuel AA,Halloween con perreito,Ley Seca,0,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,reggae
100885,0oiXbwcUnGIqtT0efGQ6PM,Los Caligaris,Chanchos Amigos,Ser Feliz,34,208386,False,0.739,0.782,9,-5.985,1,0.0312,0.496,0.0887,0.0826,0.965,138.012,4,ska
91132,3KJombE6eRPrdrhNJza7T8,Elvis Presley,Santa Claus Is Coming To Town,Blue Christmas,0,128080,False,0.506,0.475,4,-7.552,1,0.0324,0.83,0.00411,0.124,0.596,94.494,4,rock
47462,0NHBt8bp6tloebOWV3U3fN,Scorpions,Face The Heat,Under The Same Sun,56,293733,False,0.377,0.84,2,-6.022,1,0.1,0.0128,2.71e-05,0.102,0.311,150.349,4,hard-rock
24365,4gJDNMdYFE3lbuG1EFbVuj,Omar S,That's Me,That's Me,8,459421,False,0.902,0.879,7,-10.577,0,,0.00885,0.836,0.118,0.61,122.084,4,detroit-techno
51228,27sqBDytiRE42WplwCLrj7,Daddy Yankee,Reggeaton Imperdible,RUMBATÓN,5,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,hip-hop
91169,2uGos1lTJU2Qd6UpPyRJSP,blink-182,Обратно в клас - rock,I Miss You,4,227813,False,0.652,0.766,11,-6.481,1,0.0345,0.000761,6.34e-06,0.0739,0.641,110.011,4,rock
81695,1SWliBgqzayYYnvmxwbouX,Billie Eilish,Autumn Vibes 2022,Happier Than Ever,0,298899,,0.314,0.238,0,,1,0.0389,0.741,0.00193,0.128,0.303,72.535,3,pop
11171,4qsVPnhbvEooD1bSNqvvh0,The Beatles,1 (Remastered),Let It Be - Remastered 2015,63,230440,,0.445,0.436,0,,1,0.0332,0.58,2.63e-05,0.112,0.483,139.848,4,british
92711,5RSs8hnJTb8CMOHjGrdSSI,BOØWY,JUST A HERO,JUST A HERO,26,328333,False,0.756,0.549,4,,1,0.0337,0.00496,0.0793,0.0686,0.856,133.436,4,rockabilly
51984,6p5xqRlCrUcRLoK3YC9ldV,Don Omar,Homecoming Latin Party,Salió El Sol,0,317280,False,0.886,,4,,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,hip-hop
52506,0zZTuLz71MNemg2sxhUnpb,Hank Williams,Hank Williams As Luke The Drifter (Expanded Edition),Please Make Up Your Mind,13,178306,False,0.497,0.418,7,-10.352,1,0.106,0.741,0.0,0.0996,0.808,71.943,4,honky-tonk
88287,5t22v52YE4S82SVLYUhYSw,Jhayco,Feliz Cumpleaños con Perreo,Christian Dior,1,147133,True,0.835,0.718,7,-5.62,0,,0.226,1.99e-06,0.108,0.427,92.028,4,reggae
62036,4tAFgTwOs5mVJthAx3eMck,Norah Jones,Holidays Are Coming,Christmas Don't Be Late,0,160293,,0.497,0.374,10,-6.941,1,,0.751,5.82e-05,0.118,0.235,66.785,4,j-pop
71871,1ndGB6rvxKYN9seCYO1dTF,Red Hot Chili Peppers,By the Way (Deluxe Edition),The Zephyr Song,71,231933,False,0.725,,2,-4.083,1,,0.013,3.66e-05,0.0891,0.403,117.391,4,metal
20524,6CufiqOcVejTejlXDqDb4j,Burna Boy,New Pop Classics,Last Last,0,172342,False,0.795,,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
43047,5TqUmeZKb2MJUMrqY39nmS,Trazendo a Arca,Olha pra Mim,Senhor e Rei,45,503786,False,0.373,0.429,9,-7.992,1,,0.152,0.0,0.905,0.238,137.783,4,groove
64064,4hCepaOhXXxm3XTqHvPDJr,Norah Jones,Christmas Dinner 2022,I Dream Of Christmas,0,203906,False,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,jazz
24033,6zDF2MWDFIfgo5yCShYwGC,Inner City,Paradise,Paradise,20,244826,,0.719,0.56,8,-17.235,0,0.042,0.00364,0.0312,0.41,0.808,121.677,4,detroit-techno
106799,0WP2SQI2kVgHM7FHPQ97Fo,Lasse Stefanz,Mi Vida Loca,Cheerio,37,230160,False,0.657,0.823,7,,1,,0.0482,0.0012,0.182,0.742,134.075,4,swedish
105242,0VhBoEtZ5CB0CnlpHnfVmZ,"Sarah, the Illstrumentalist",At My Own Pace,Find the Good,16,151170,False,0.582,0.503,0,-9.17,1,0.0517,0.00258,0.823,0.147,0.277,182.995,4,study
16973,4DWttivSdv7MIRbuRcE0Vc,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 1. Theme",1,96880,False,0.522,,5,-24.694,1,0.104,0.996,0.911,0.0955,0.642,163.216,4,classical
